test case,mean,stddev,median,none,none2,none3,none4
u_9d_16b_20.svp,0.0006623969484325312,0.0000329659237144997,0.000651834,0.00018670922308041917,0.00031221149477510436,0.0006188340000000001,0.001029125
u_16d_8b_1.svp,0.0008419312597269621,0.00010692954166662729,0.000826021,0.00035083310580204664,0.00031716211604095593,0.000784416,0.0032400420000000003
u_15d_8b_17.svp,0.0009320245137524562,0.00004591271202772588,0.0009223335,0.00044663163064833554,0.00031554846103470945,0.0008875,0.0024277500000000002
u_19d_32b_2.svp,0.0010786915082288422,0.00011039677327653465,0.0010640620000000002,0.0005750141065830691,0.0003234682601880878,0.001024083,0.004355459
u_8d_32b_15.svp,0.0006577922402106717,0.000034537200285297155,0.000647167,0.00018314563773757738,0.00031200984657659715,0.000613375,0.001373
u_15d_16b_16.svp,0.0008464609095558547,0.0002200261606143547,0.000806542,0.00032149744279946177,0.0003369507402422604,0.00074425,0.006545625
u_15d_8b_9.svp,0.0013587877843613415,0.002870592865172351,0.0010016250000000001,0.00042409373482273056,0.00041311947547353054,0.000834292,0.08107425
u_16d_8b_19.svp,0.0009325012745241597,0.00014347574350628186,0.0009080205,0.00038822071742313283,0.00035370021961932574,0.000805667,0.003963292
u_2d_16b_6.svp,0.0006808938057570252,0.0003052571314316083,0.0006547090000000001,0.0001778102901178571,0.00032818087035358143,0.0005999590000000001,0.015657167
u_7d_16b_13.svp,0.0006743145464311308,0.00017426267683189005,0.000653708,0.0001834946287896863,0.0003197567438529486,0.0006125000000000001,0.0074266670000000005
u_11d_32b_4.svp,0.0006982629887968825,0.00007612229806779289,0.000686458,0.00021709327812956914,0.00031465392109108787,0.000651458,0.003053917
u_3d_8b_5.svp,0.0006547813368912625,0.0001105119952526174,0.000639,0.00017438403380030707,0.0003154987769624197,0.000605167,0.004015792000000001
u_16d_8b_25.svp,0.000807273376044568,0.0001121859654614084,0.0007923954999999999,0.00031097242339833003,0.0003215977715877437,0.0007457080000000001,0.004651208
u_13d_32b_13.svp,0.000785172775493421,0.00006220606505907698,0.0007723955000000001,0.00029313706140350555,0.00032229879385965005,0.000729583,0.003559791
u_3d_8b_11.svp,0.0006632595180642273,0.00011114464261729547,0.0006449790000000001,0.0001758325156110571,0.0003200182872435336,0.000608542,0.0038849580000000004
u_8d_8b_19.svp,0.000666520811867525,0.0000430374166249793,0.0006558330000000001,0.00018457336706531797,0.00031767939282428825,0.000615167,0.0017715830000000002
u_14d_32b_23.svp,0.0008671205568954878,0.00012888335595363247,0.0008512085,0.0003730745207173732,0.000320663265306122,0.000807417,0.004880583
u_8d_8b_25.svp,0.000687401846261355,0.0001292495232250861,0.000668958,0.000194914046121595,0.0003236505939902168,0.000623167,0.004652916
u_10d_8b_12.svp,0.0006780227330467998,0.00006000774619419388,0.000666667,0.00019690950334288579,0.00031525214899713643,0.0006327500000000001,0.002987458
u_17d_16b_23.svp,0.0009936683719038815,0.00015324583852996282,0.0009758750000000001,0.0004954739371534202,0.0003222221811460252,0.000934,0.005339375
u_3d_32b_23.svp,0.0006483542940764914,0.00005481139147359168,0.0006377915000000001,0.00017341791044775686,0.00031311520522388193,0.0006042920000000001,0.0033630830000000002
u_2d_16b_16.svp,0.0006531981833445269,0.00010456059174889586,0.0006386250000000001,0.0001731148421759536,0.0003147036042086431,0.0006043330000000001,0.0035783750000000004
u_10d_8b_6.svp,0.0006865036523277965,0.00013433415045723392,0.0006695000000000001,0.00019995752790634257,0.0003169044377892739,0.00063325,0.0043825
u_16d_32b_16.svp,0.0008416828270270288,0.00004911092092539345,0.0008288330000000001,0.0003455504978662839,0.0003239752489331442,0.000781125,0.0017727090000000001
u_2d_32b_7.svp,0.0006613086427586213,0.000120169472837115,0.0006445,0.00017559494252873217,0.00031966344827586356,0.0006082500000000001,0.004810125
u_10d_16b_13.svp,0.0006859388038348095,0.00010055400846453639,0.000672375,0.00020171017699114715,0.00031652999016715944,0.000631833,0.0040875
u_11d_16b_5.svp,0.0006879573325831474,0.00003183919357740932,0.0006786250000000001,0.00020832033008251984,0.000314820205051264,0.000646125,0.001037167
u_4d_32b_13.svp,0.0006621429803508756,0.00022082127905147616,0.0006417080000000001,0.0001758573099415168,0.0003162231578947373,0.000605625,0.010520583
u_19d_16b_10.svp,0.0011273558443067398,0.00008526747755706821,0.0011155835,0.0006252958946553022,0.0003237118512780776,0.001070542,0.004288
u_20d_8b_8.svp,0.0012353742209557218,0.00016465371560365634,0.001213333,0.000722116177115302,0.00032561332748794376,0.001167,0.005329708000000001
u_6d_8b_14.svp,0.0006641157897339302,0.00013459924860964497,0.000646292,0.0001812721921356245,0.00031445867671297634,0.0006098750000000001,0.005000417
u_19d_16b_3.svp,0.0012733375841627007,0.0000404969943263571,0.0012628750000000001,0.0007734353093898739,0.00032361272176546855,0.001217833,0.001579
u_8d_8b_1.svp,0.0006788702284452697,0.00010128110879383312,0.000663542,0.00019479967464559793,0.0003165702997908436,0.0006270420000000001,0.004511917000000001
u_18d_8b_14.svp,0.0009306303978788911,0.000034913606021900986,0.0009222080000000001,0.0004374663017447823,0.00032058741019500454,0.0008755420000000001,0.001145458
u_18d_32b_25.svp,0.0010941664430379739,0.00014940181069858998,0.001077,0.0005901098407513287,0.0003244920375663524,0.001031709,0.005719625000000001
u_5d_8b_2.svp,0.0006572593368493456,0.00014406216739329967,0.0006415,0.00017694336161430582,0.0003141612015592758,0.0006114170000000001,0.008063458
u_7d_16b_3.svp,0.0006618301335798466,0.00003295219550926621,0.0006524170000000001,0.00018393066789923766,0.0003153961174023579,0.0006157500000000001,0.001078959
u_14d_32b_1.svp,0.000793349527262508,0.0001737531000214402,0.0007725625,0.0002915154581225382,0.0003254260820685785,0.00072325,0.005814292
u_13d_8b_20.svp,0.0007085273495117738,0.000032290664006432863,0.0006991250000000001,0.000228572085008616,0.00031381705916140227,0.0006648330000000001,0.0010145
u_18d_32b_19.svp,0.0012939476426102002,0.00020732049856411912,0.0012650205000000001,0.0007792999135695767,0.0003276741573033706,0.001215125,0.005498541
u_18d_32b_21.svp,0.0008216095494408465,0.00012013042244106377,0.000807875,0.0003262466156562669,0.00031878369629193644,0.000767167,0.004265167
u_13d_8b_18.svp,0.0007717966526994356,0.0001749788346252012,0.0007512500000000001,0.00027477222669889957,0.0003219041095890407,0.0007046660000000001,0.007266916000000001
u_5d_8b_6.svp,0.0006470675728245694,0.000031216649804613974,0.000637875,0.00017551954397393752,0.0003110914378780843,0.0006035000000000001,0.000962375
u_18d_8b_10.svp,0.0008886441986027964,0.00013596092681524122,0.0008693335000000001,0.0003862801064537598,0.00032359447771124433,0.0008241250000000001,0.004512958
u_13d_8b_24.svp,0.0007497336323862223,0.0001503181606619452,0.0007331670000000001,0.0002599816444556167,0.0003177724415388485,0.0006932500000000001,0.007287500000000001
u_14d_32b_5.svp,0.0009181067575353443,0.0013519007367693262,0.0008043340000000001,0.00032001920512136705,0.00034703787676713884,0.0007348330000000001,0.041979
u_7d_16b_7.svp,0.0006746363338038098,0.00013337073903772542,0.00065775,0.0001860653963773233,0.0003196332627617028,0.000607625,0.0045611670000000005
u_20d_16b_23.svp,0.0011009093010492324,0.0002357895819915986,0.0010777080000000001,0.0005913357546408421,0.0003266384180790967,0.00101925,0.009187417
u_6d_8b_10.svp,0.0006591607763300728,0.0001255674229954103,0.0006449170000000001,0.00017858371335504708,0.00031527209554831683,0.000603125,0.004151875
