r_32d_16b_14.svp,0.005764485502032525,0.00010131455849829611,0.005748375,0.005184465447154471,0.00036939227642276447,0.005587833,0.00624825
r_34d_32b_11.svp,0.07538728242499997,0.0008676520544173877,0.07510987499999999,0.0742855,0.00074715,0.07411237500000001,0.07914829200000001
r_32d_16b_4.svp,0.0057389344299424196,0.00036620002619481087,0.005703916000000001,0.005139552783109412,0.0003719616122840692,0.005535792,0.011811583
r_33d_8b_13.svp,0.004231754872307702,0.00011220590693919299,0.004215291500000001,0.003655066153846157,0.00036115999999999975,0.004072500000000001,0.006136375
r_35d_16b_18.svp,0.008481928721448468,0.0002152609324318266,0.008435625,0.007810306406685235,0.00042112813370473565,0.008130667000000001,0.009977375
r_33d_32b_21.svp,0.012634835853658525,0.0013670465751904645,0.012295208000000002,0.011681674796747974,0.0005091260162601624,0.011845958,0.024038125
r_35d_16b_24.svp,0.007149690153110047,0.00014724483143457745,0.007114187,0.006545547846889957,0.00037949282296650694,0.006958958,0.007999875
r_30d_8b_21.svp,0.003192109545647557,0.00042533170135795753,0.0031415830000000003,0.0026178874734607226,0.0003520488322717621,0.00303825,0.010971458
r_31d_8b_5.svp,0.0040221751367403346,0.0000634356585981693,0.004008333500000001,0.003465261049723756,0.0003529475138121548,0.003913167,0.004411292000000001
r_40d_8b_11.svp,0.010448266482638885,0.00038545986764525924,0.010402396000000001,0.009798145833333336,0.0004001076388888891,0.010181875,0.014828041
r_40d_16b_21.svp,0.019463455916129035,0.00030209837125665107,0.019394291,0.01871629032258064,0.0004709935483870966,0.019057750000000002,0.021312292
r_36d_8b_16.svp,0.004239858108333335,0.0003418373173793684,0.0041998755,0.0036212458333333302,0.000375240277777778,0.004055833,0.011031709
r_38d_32b_17.svp,0.11595333342307693,0.005360136300612054,0.1143942505,0.11366649999999999,0.0009929615384615383,0.113049834,0.13818433400000002
r_39d_16b_22.svp,0.013580979707762555,0.00011588339609978916,0.013572208,0.012934292237442926,0.00040692237442922384,0.01328925,0.014002
r_37d_16b_1.svp,0.011623301965648852,0.0004278191114265238,0.011565375000000001,0.010940145038167945,0.0004181221374045801,0.011278916,0.0159235
r_39d_8b_9.svp,0.007334234918719216,0.00008129154588972662,0.0073336875,0.006733926108374391,0.000371179802955665,0.007109209,0.007894542000000001
r_40d_8b_1.svp,0.009489681115755627,0.0003149647655155068,0.009446708,0.008851302250803855,0.0003854147909967848,0.009282750000000001,0.013602875
r_30d_16b_21.svp,0.004413052706056127,0.00006588105414209406,0.004401208,0.003853329394387,0.0003544062038404724,0.004313208000000001,0.0047254160000000005
r_36d_32b_18.svp,0.022205974044444445,0.00037556125823726697,0.022148208000000003,0.021481318518518516,0.00046264444444444426,0.021829750000000002,0.025327292
r_36d_32b_24.svp,0.01713257208620689,0.0002506114503964752,0.017098250000000002,0.01643809195402298,0.0004388735632183907,0.016836833000000002,0.019405208
r_37d_8b_2.svp,0.005475706321626617,0.0003588888150326052,0.005434708000000001,0.004885258780036967,0.00036177449168207004,0.005297083,0.011070584000000001
r_31d_32b_14.svp,0.013823952986175113,0.00042069477333354395,0.013788791000000002,0.013162221198156685,0.00041899539170506934,0.013536375000000002,0.019727667
r_35d_8b_18.svp,0.005574357839851022,0.00023980438484635298,0.005544042000000001,0.004986648044692739,0.0003654953445065175,0.0054401250000000005,0.009973209
r_37d_16b_11.svp,0.01178373058102767,0.0004087901496577197,0.011734583000000002,0.011102233201581033,0.00041696442687747,0.011477167,0.0157895
r_32d_32b_5.svp,0.012626356737500004,0.00013579084890631072,0.012599854,0.011980595833333342,0.0004169666666666668,0.012418875000000001,0.013256375
r_35d_8b_24.svp,0.004093171564315356,0.00022227173667784748,0.004062666,0.0035133568464730323,0.0003570276625172885,0.003975167,0.008396500000000001
r_32d_32b_4.svp,0.014896130374384229,0.0011319603887037408,0.014801542,0.01418480788177339,0.00042289655172413797,0.014584666000000001,0.030836042
r_35d_8b_25.svp,0.0036198893806609522,0.00029534131159470996,0.0035842910000000003,0.003046456548347613,0.00035347613219094214,0.0034988330000000002,0.009859000000000001
r_37d_16b_10.svp,0.011857013826086962,0.00029408713557341995,0.011832125,0.011192351778656122,0.0004146166007905138,0.011579042000000001,0.016208792
r_31d_32b_15.svp,0.04776345164516131,0.00023167599278954145,0.04774577050000001,0.04695693548387099,0.0005513387096774191,0.047278875000000005,0.048449292000000005
r_35d_8b_19.svp,0.003595775337179484,0.00025204624882261406,0.0035617290000000005,0.0030237051282051234,0.0003495717948717943,0.003477209,0.008780459000000001
r_36d_32b_25.svp,0.04230274462857143,0.00017287454752048037,0.042284062000000004,0.04150287142857144,0.0005362142857142857,0.041895292,0.042737083
r_37d_8b_3.svp,0.004469195045523522,0.00031418534287293916,0.004428958,0.0038714855842185147,0.0003581562974203338,0.0043148330000000006,0.010016334
r_36d_32b_19.svp,0.04339823610144927,0.00019905731441568927,0.043413958,0.042595971014492744,0.0005394057971014492,0.042899333000000005,0.044014792000000004
r_30d_16b_20.svp,0.00542768257297297,0.00026931315059084234,0.0053955,0.004852149549549547,0.00036234774774774735,0.005284333,0.008886666000000001
r_39d_8b_8.svp,0.007812302396325457,0.00008633130949461884,0.007803375,0.007213133858267707,0.00037130446194225705,0.007590834,0.008265833
r_39d_16b_23.svp,0.012690602617647057,0.00032608391361391094,0.012650021000000001,0.012017373949579828,0.00041740756302521045,0.012410459,0.016219375
r_38d_32b_16.svp,0.05578779792452831,0.00037851363059715644,0.055769708,0.0548742641509434,0.0006073396226415095,0.05531275,0.057782833000000006
r_36d_8b_17.svp,0.004023777945260352,0.0002796007130076352,0.003985584,0.0034325887850467315,0.0003587770360480643,0.0038922920000000003,0.008805958000000001
r_40d_16b_20.svp,0.01716090257714286,0.00012169476256178649,0.017149333000000003,0.016477188571428564,0.0004330571428571427,0.016937375,0.017666542
r_31d_8b_4.svp,0.002726417159276015,0.0003109349537374501,0.002691208,0.002166287782805428,0.00034347149321266936,0.002621333,0.009907083
r_40d_8b_10.svp,0.00924731626249999,0.00027515601146897945,0.0092167915,0.008619512499999994,0.00038205625000000006,0.009068917000000001,0.013811375
r_37d_32b_1.svp,0.023786740420634927,0.00033184446823906794,0.023709666500000004,0.023060436507936502,0.00045960317460317447,0.023347625,0.025933458000000003
r_30d_8b_20.svp,0.002604857832749564,0.00005194553802900443,0.0025912500000000002,0.0020689211908931663,0.0003380280210157615,0.00252775,0.0029000830000000003
r_35d_16b_25.svp,0.009899877059602652,0.00029143675481931085,0.009867250000000001,0.00928057284768212,0.00038630794701986754,0.0097065,0.012755042000000001
r_33d_32b_20.svp,0.017267159729885052,0.00014073426568734671,0.017240187500000004,0.016596931034482763,0.00043514367816091954,0.01701675,0.018002334000000002
r_33d_8b_12.svp,0.00382857956683805,0.0009430070108005077,0.003726104,0.0032013984575835464,0.0003588444730077118,0.0036420830000000004,0.020912375
r_35d_16b_19.svp,0.010353368431506848,0.00008414923186385653,0.0103464375,0.009744147260273969,0.00038663356164383544,0.010212875000000001,0.010725167
